DATE,EXPIRY,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL,INSTRUMENT_TYPE,YEAR,OPTION TYPE,STRIKE PRICE
2024-01-25,2024-01-25,45096.9,45138.8,44404.0,44773.5,44861.95,44866.15,2811075,15,125552781253.5,1098090.0,-485940.0,BANKNIFTY,FUTIDX,2024,,
2024-01-24,2024-01-25,44500.0,45550.0,44499.85,45152.85,45131.3,45152.85,4586445,15,206343292158.0,1584030.0,-333870.0,BANKNIFTY,FUTIDX,2024,,
2024-01-23,2024-01-25,46506.05,46525.5,44835.25,44913.05,44933.0,44913.05,3710250,15,168950105824.5,1917900.0,-22575.0,BANKNIFTY,FUTIDX,2024,,
2024-01-20,2024-01-25,46050.0,46210.0,45760.0,46136.05,46200.0,46136.05,1780905,15,81957391966.5,1940475.0,-234090.0,BANKNIFTY,FUTIDX,2024,,
2024-01-19,2024-01-25,46155.55,46337.85,45584.35,45797.2,45843.9,45797.2,3153675,15,145034286787.5,2174565.0,-35220.0,BANKNIFTY,FUTIDX,2024,,
2024-01-18,2024-01-25,45699.95,46358.4,45600.0,45869.25,45881.1,45869.25,4003740,15,183820648815.0,2209785.0,-205815.0,BANKNIFTY,FUTIDX,2024,,
2024-01-17,2024-01-25,47015.2,47600.0,46050.7,46159.25,46200.3,46159.25,5946525,15,278062363370.25,2415600.0,398370.0,BANKNIFTY,FUTIDX,2024,,
2024-01-16,2024-01-25,48255.35,48440.0,48078.85,48224.95,48215.7,48224.95,1992615,15,96198619365.0,2017230.0,-9810.0,BANKNIFTY,FUTIDX,2024,,
2024-01-15,2024-01-25,48002.25,48380.0,47933.2,48306.25,48370.0,48306.25,1978545,15,95338671530.25,2027040.0,13245.0,BANKNIFTY,FUTIDX,2024,,
2024-01-12,2024-01-25,47656.8,48047.0,47568.6,47840.15,47900.2,47840.15,2333745,15,111634518266.25,2013795.0,-262155.0,BANKNIFTY,FUTIDX,2024,,
2024-01-11,2024-01-25,47767.4,47822.65,47340.55,47573.7,47580.0,47573.7,1686135,15,80272833045.75,2275950.0,90375.0,BANKNIFTY,FUTIDX,2024,,
2024-01-10,2024-01-25,47280.0,47666.0,47201.0,47606.85,47638.9,47606.85,2281500,15,108336829692.75,2185575.0,-76905.0,BANKNIFTY,FUTIDX,2024,,
2024-01-09,2024-01-25,47811.1,48146.9,47341.05,47391.5,47410.0,47391.5,2940735,15,140503381496.25,2262480.0,-100530.0,BANKNIFTY,FUTIDX,2024,,
2024-01-08,2024-01-25,48490.0,48490.0,47567.0,47621.85,47630.0,47621.85,2883630,15,138227222746.5,2363010.0,462915.0,BANKNIFTY,FUTIDX,2024,,
2024-01-05,2024-01-25,48502.05,48625.0,47982.0,48388.45,48300.05,48388.45,2649690,15,128041850103.75,1900095.0,-146370.0,BANKNIFTY,FUTIDX,2024,,
2024-01-04,2024-01-25,48062.3,48581.3,47995.65,48501.75,48560.0,48501.75,2319345,15,112091767848.75,2046465.0,48150.0,BANKNIFTY,FUTIDX,2024,,
2024-01-03,2024-01-25,47849.85,48086.85,47763.75,47931.95,48006.4,47931.95,2585175,15,123903888276.0,1998315.0,-285300.0,BANKNIFTY,FUTIDX,2024,,
2024-01-02,2024-01-25,48375.0,48489.95,47877.45,47946.65,47882.55,47946.65,2670690,15,128611308341.25,2283615.0,231420.0,BANKNIFTY,FUTIDX,2024,,
2024-01-01,2024-01-25,48580.0,48869.0,48389.4,48535.7,48405.0,48535.7,1806330,15,87824328244.5,2052195.0,-25530.0,BANKNIFTY,FUTIDX,2024,,
2023-12-29,2024-01-25,48750.0,48805.0,48404.75,48628.8,48580.0,48628.8,1948455,15,94662941799.75,2077725.0,-10920.0,BANKNIFTY,FUTIDX,2024,,
2023-12-28,2024-01-25,48721.55,48979.0,48702.1,48822.2,48780.95,48822.2,1879620,15,91813364049.0,2088645.0,520755.0,BANKNIFTY,FUTIDX,2024,,
2023-12-27,2024-01-25,48225.05,48740.0,48205.0,48675.45,48690.0,48675.45,1390605,15,67415909916.0,1567890.0,427350.0,BANKNIFTY,FUTIDX,2024,,
2023-12-26,2024-01-25,47937.0,48310.0,47830.0,48167.6,48232.1,48167.6,802515,15,38605649568.75,1140540.0,306885.0,BANKNIFTY,FUTIDX,2024,,
