DATE,EXPIRY,OPEN,HIGH,LOW,CLOSE,LTP,SETTLE PRICE,TOTAL TRADED QUANTITY,MARKET LOT,PREMIUM VALUE,OPEN INTEREST,CHANGE IN OI,SYMBOL,INSTRUMENT_TYPE,YEAR,OPTION TYPE,STRIKE PRICE
2024-01-25,2024-01-25,21455.0,21474.15,21243.0,21325.45,21351.0,21352.6,7257700,50,154703797985.0,2964250.0,-2321100.0,NIFTY,FUTIDX,2024,,
2024-01-24,2024-01-25,21160.0,21505.0,21141.0,21477.6,21488.9,21477.6,10671500,50,227893380000.0,5285350.0,-2602750.0,NIFTY,FUTIDX,2024,,
2024-01-23,2024-01-25,21760.2,21783.0,21153.2,21194.25,21202.5,21194.25,12632050,50,271068656692.5,7888100.0,-3449500.0,NIFTY,FUTIDX,2024,,
2024-01-20,2024-01-25,21741.0,21759.6,21566.0,21604.1,21620.0,21604.1,3644700,50,78972203252.5,11337600.0,165600.0,NIFTY,FUTIDX,2024,,
2024-01-19,2024-01-25,21627.0,21708.0,21579.3,21672.15,21675.0,21672.15,6291600,50,136225454270.0,11172000.0,82250.0,NIFTY,FUTIDX,2024,,
2024-01-18,2024-01-25,21461.95,21574.0,21316.8,21527.45,21549.9,21527.45,11391300,50,244549367735.0,11089750.0,-75950.0,NIFTY,FUTIDX,2024,,
2024-01-17,2024-01-25,21743.7,21854.75,21563.3,21589.55,21587.0,21589.55,11483200,50,249426329010.0,11165700.0,-1043800.0,NIFTY,FUTIDX,2024,,
2024-01-16,2024-01-25,22089.9,22138.0,21964.7,22029.5,22025.75,22029.5,5160750,50,113831721802.5,12209500.0,-175150.0,NIFTY,FUTIDX,2024,,
2024-01-15,2024-01-25,22050.2,22149.9,21995.0,22133.3,22140.5,22133.3,5172900,50,114236945355.0,12384650.0,454550.0,NIFTY,FUTIDX,2024,,
2024-01-12,2024-01-25,21745.0,21995.0,21731.0,21947.0,21968.95,21947.0,7545600,50,165114558160.0,11930100.0,212550.0,NIFTY,FUTIDX,2024,,
